date_time,heart_zone_id,total_minutes
2023-01-01T08:31,FAT_BURN,1
2023-01-01T08:32,FAT_BURN,1
2023-01-01T08:33,FAT_BURN,1
2023-01-01T08:34,FAT_BURN,1
2023-01-01T08:35,FAT_BURN,1
2023-01-01T08:38,FAT_BURN,1
2023-01-01T08:40,FAT_BURN,1
2023-01-01T08:41,FAT_BURN,1
2023-01-01T14:32,FAT_BURN,1
2023-01-01T14:36,CARDIO,2
2023-01-01T14:38,FAT_BURN,1
2023-01-01T14:39,FAT_BURN,1
2023-01-01T14:41,FAT_BURN,1
2023-01-01T14:42,FAT_BURN,1
2023-01-01T21:42,FAT_BURN,1
2023-01-01T21:48,FAT_BURN,1
2023-01-01T21:49,FAT_BURN,1
2023-01-01T21:50,FAT_BURN,1
2023-01-01T21:51,FAT_BURN,1
2023-01-03T08:32,FAT_BURN,1
2023-01-03T08:33,FAT_BURN,1
2023-01-03T08:34,FAT_BURN,1
2023-01-03T13:04,FAT_BURN,1
2023-01-03T13:44,FAT_BURN,1
2023-01-03T13:45,FAT_BURN,1
2023-01-03T16:09,FAT_BURN,1
2023-01-03T16:10,FAT_BURN,1
2023-01-03T16:11,FAT_BURN,1
2023-01-04T15:35,FAT_BURN,1
2023-01-04T15:36,FAT_BURN,1
2023-01-04T15:37,FAT_BURN,1
2023-01-04T15:38,FAT_BURN,1
2023-01-04T15:39,FAT_BURN,1
2023-01-04T15:40,FAT_BURN,1
2023-01-04T15:44,FAT_BURN,1
2023-01-04T16:50,FAT_BURN,1
2023-01-04T16:51,FAT_BURN,1
2023-01-04T16:52,FAT_BURN,1
2023-01-04T16:53,FAT_BURN,1
2023-01-04T16:54,FAT_BURN,1
2023-01-04T16:55,FAT_BURN,1
2023-01-04T16:56,FAT_BURN,1
2023-01-04T16:57,FAT_BURN,1
2023-01-04T16:58,FAT_BURN,1
2023-01-04T21:45,FAT_BURN,1
2023-01-05T08:49,FAT_BURN,1
2023-01-05T08:50,FAT_BURN,1
2023-01-05T08:53,FAT_BURN,1
2023-01-05T08:54,FAT_BURN,1
2023-01-05T14:40,FAT_BURN,1
2023-01-05T17:51,FAT_BURN,1
2023-01-05T17:52,FAT_BURN,1
2023-01-05T17:53,FAT_BURN,1
2023-01-05T21:03,FAT_BURN,1
2023-01-06T08:43,FAT_BURN,1
