date_time,heart_zone_id,total_minutes
2023-07-01T14:16,FAT_BURN,1
2023-07-01T14:17,FAT_BURN,1
2023-07-03T19:16,FAT_BURN,1
2023-07-03T19:40,FAT_BURN,1
2023-07-03T19:43,FAT_BURN,1
2023-07-03T19:44,FAT_BURN,1
2023-07-03T19:45,FAT_BURN,1
2023-07-03T19:49,FAT_BURN,1
2023-07-04T12:26,FAT_BURN,1
2023-07-04T12:27,CARDIO,2
2023-07-04T12:28,CARDIO,2
2023-07-04T12:29,CARDIO,2
2023-07-04T12:30,FAT_BURN,1
2023-07-04T12:34,FAT_BURN,1
2023-07-04T12:35,CARDIO,2
2023-07-04T12:36,CARDIO,2
2023-07-04T12:37,FAT_BURN,1
2023-07-04T12:38,FAT_BURN,1
2023-07-04T12:39,FAT_BURN,1
2023-07-04T12:51,FAT_BURN,1
2023-07-04T12:52,FAT_BURN,1
2023-07-04T12:53,FAT_BURN,1
2023-07-04T12:57,FAT_BURN,1
2023-07-04T13:01,FAT_BURN,1
2023-07-04T13:02,CARDIO,2
2023-07-04T13:03,CARDIO,2
2023-07-04T13:04,FAT_BURN,1
2023-07-04T13:05,FAT_BURN,1
2023-07-04T13:06,FAT_BURN,1
2023-07-04T13:07,FAT_BURN,1
2023-07-04T13:08,CARDIO,2
2023-07-04T13:09,CARDIO,2
2023-07-04T13:10,FAT_BURN,1
2023-07-04T13:11,FAT_BURN,1
2023-07-04T13:12,FAT_BURN,1
2023-07-04T13:13,FAT_BURN,1
2023-07-04T13:14,FAT_BURN,1
2023-07-04T13:15,FAT_BURN,1
2023-07-04T13:16,FAT_BURN,1
2023-07-04T13:17,FAT_BURN,1
2023-07-04T19:49,FAT_BURN,1
2023-07-06T16:55,FAT_BURN,1
2023-07-06T16:56,FAT_BURN,1
2023-07-06T16:57,FAT_BURN,1
2023-07-06T16:58,FAT_BURN,1
2023-07-06T16:59,FAT_BURN,1
2023-07-06T17:00,CARDIO,2
2023-07-06T17:01,CARDIO,2
2023-07-06T17:02,CARDIO,2
2023-07-06T17:03,FAT_BURN,1
2023-07-06T17:04,FAT_BURN,1
2023-07-06T17:05,FAT_BURN,1
2023-07-06T17:06,FAT_BURN,1
2023-07-06T17:07,FAT_BURN,1
2023-07-06T17:08,FAT_BURN,1
2023-07-06T17:09,FAT_BURN,1
2023-07-06T17:10,FAT_BURN,1
2023-07-06T17:11,FAT_BURN,1
2023-07-06T17:12,FAT_BURN,1
2023-07-06T17:13,FAT_BURN,1
2023-07-06T17:14,FAT_BURN,1
2023-07-06T17:15,FAT_BURN,1
2023-07-06T17:16,FAT_BURN,1
2023-07-06T17:18,FAT_BURN,1
2023-07-07T15:03,FAT_BURN,1
2023-07-08T16:42,FAT_BURN,1
2023-07-08T16:43,FAT_BURN,1
2023-07-08T16:44,FAT_BURN,1
2023-07-08T16:45,FAT_BURN,1
2023-07-08T16:47,FAT_BURN,1
2023-07-08T16:48,FAT_BURN,1
2023-07-08T16:49,FAT_BURN,1
2023-07-08T16:50,FAT_BURN,1
2023-07-08T16:51,FAT_BURN,1
2023-07-08T16:55,CARDIO,2
2023-07-08T16:56,CARDIO,2
2023-07-08T16:57,CARDIO,2
2023-07-08T16:58,PEAK,2
2023-07-08T16:59,PEAK,2
